,obx inversion,obx exchange,pmx inversion,pmx exchange
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
,2781.460302,2781.460302,2848.947618,2781.460302
